CSVFormatType;Spectrum2DComplex
SinglePrecision;True
DataLength;801                 
First;0,000000000000E+00
Delta;5,000000000000E-01
AxisUnit;Hz
AxisValueExists;1
Signals;3
Date;06/14/2023 13:15:11

Name;Signal 2;Signal 3;Signal 4
FunctionType;SpectrumFrfH1;SpectrumFrfH1;SpectrumFrfH1
FrfMode;H1;H1;H1
Unit;(m/s^2)/N;(m/s^2)/N;(m/s^2)/N
SpectralUnit;RMS;RMS;RMS
TimeWeighting;Hanning;Hanning;Hanning
NoiseBandWidth;1,5;1,5;1,5

';Signal 2 (Real);Signal 2 (Imag.);Signal 3 (Real);Signal 3 (Imag.);Signal 4 (Real);Signal 4 (Imag.)
';(m/s^2)/N;(m/s^2)/N;(m/s^2)/N;(m/s^2)/N;(m/s^2)/N;(m/s^2)/N
9,200000000000E+01;3,078126E-01;4,229826E-03;1,295284E-01;1,605748E-04;-2,770000E-01;-2,265827E-03
9,250000000000E+01;3,029068E-01;4,168152E-03;1,301822E-01;8,985723E-05;-2,731785E-01;-2,019300E-03
9,300000000000E+01;2,975911E-01;3,913084E-03;1,300574E-01;-1,730379E-04;-2,695771E-01;-1,590675E-03
9,350000000000E+01;2,927372E-01;4,038165E-03;1,309188E-01;3,718817E-05;-2,662936E-01;-1,243293E-03
9,400000000000E+01;2,882074E-01;3,470566E-03;1,318630E-01;2,458451E-04;-2,630138E-01;-1,434786E-03
9,450000000000E+01;2,840649E-01;3,431462E-03;1,323095E-01;2,672973E-05;-2,596294E-01;-1,638939E-03
9,500000000000E+01;2,791264E-01;4,005819E-03;1,331923E-01;-2,368077E-04;-2,558072E-01;-2,007387E-03
9,550000000000E+01;2,743444E-01;3,716994E-03;1,335860E-01;-3,653210E-04;-2,528312E-01;-1,541259E-03
9,600000000000E+01;2,703093E-01;3,388136E-03;1,340914E-01;-4,131460E-04;-2,502362E-01;-1,009426E-03
9,650000000000E+01;2,664953E-01;3,486039E-03;1,347332E-01;-4,713893E-04;-2,478212E-01;-1,264671E-03
9,700000000000E+01;2,620196E-01;3,593036E-03;1,358408E-01;-6,125972E-04;-2,448885E-01;-1,236021E-03
9,750000000000E+01;2,585053E-01;3,453889E-03;1,367715E-01;-7,463565E-04;-2,431640E-01;-5,159423E-04
9,800000000000E+01;2,544611E-01;3,416386E-03;1,376784E-01;-5,780044E-04;-2,407283E-01;-1,835663E-04
9,850000000000E+01;2,508128E-01;3,324389E-03;1,386134E-01;-6,356476E-04;-2,389626E-01;1,306326E-06
9,900000000000E+01;2,474845E-01;2,913998E-03;1,395398E-01;-3,280085E-04;-2,371689E-01;-2,791187E-05
9,950000000000E+01;2,439364E-01;3,548697E-03;1,403320E-01;-1,490870E-04;-2,353105E-01;-4,866815E-04
1,000000000000E+02;2,398916E-01;3,680500E-03;1,414981E-01;-2,738276E-04;-2,335579E-01;-3,974299E-04
1,005000000000E+02;2,367260E-01;3,336201E-03;1,426461E-01;-5,506796E-04;-2,315535E-01;-3,605803E-04
1,010000000000E+02;2,339361E-01;3,232160E-03;1,439570E-01;-5,181524E-04;-2,304612E-01;-1,983756E-04
1,015000000000E+02;2,307938E-01;3,125321E-03;1,446863E-01;-6,195749E-04;-2,292385E-01;2,949534E-04
1,020000000000E+02;2,271711E-01;3,279563E-03;1,459268E-01;-7,413497E-04;-2,281398E-01;1,338639E-04
1,025000000000E+02;2,247993E-01;3,274412E-03;1,467865E-01;-5,972735E-04;-2,268969E-01;2,020930E-04
1,030000000000E+02;2,213007E-01;3,084597E-03;1,482133E-01;-3,746201E-04;-2,255327E-01;2,804133E-04
1,035000000000E+02;2,179476E-01;3,164575E-03;1,500844E-01;-8,318010E-04;-2,244273E-01;1,658645E-04
1,040000000000E+02;2,156422E-01;3,583904E-03;1,510283E-01;-1,259733E-03;-2,241081E-01;-6,532526E-05
1,045000000000E+02;2,115368E-01;3,953506E-03;1,528746E-01;-8,398285E-04;-2,229872E-01;6,342901E-05
1,050000000000E+02;2,080108E-01;4,532823E-03;1,551905E-01;-1,037809E-03;-2,218570E-01;-3,178912E-04
1,055000000000E+02;2,051109E-01;4,497650E-03;1,563589E-01;-1,276461E-03;-2,209066E-01;-8,082601E-04
1,060000000000E+02;2,024700E-01;4,913001E-03;1,574044E-01;-1,256724E-03;-2,195316E-01;-1,439080E-03
1,065000000000E+02;1,995509E-01;6,560042E-03;1,592273E-01;-1,728908E-03;-2,190458E-01;-4,344718E-03
1,070000000000E+02;1,972620E-01;7,197849E-03;1,605801E-01;-1,781154E-03;-2,207302E-01;-7,197998E-03
1,075000000000E+02;1,961265E-01;7,634873E-03;1,619384E-01;-1,707116E-03;-2,241758E-01;-8,565111E-03
1,080000000000E+02;1,944075E-01;6,402338E-03;1,644429E-01;-1,581902E-03;-2,289564E-01;-5,627191E-03
1,085000000000E+02;1,929069E-01;5,727901E-03;1,655041E-01;-1,744598E-03;-2,301295E-01;-3,493188E-03
1,090000000000E+02;1,901125E-01;5,148482E-03;1,675957E-01;-1,676842E-03;-2,302412E-01;-1,036862E-03
1,095000000000E+02;1,874205E-01;4,855731E-03;1,698811E-01;-2,211617E-03;-2,299998E-01;2,247866E-05
1,100000000000E+02;1,838046E-01;5,156629E-03;1,723754E-01;-2,185192E-03;-2,293809E-01;1,244178E-04
1,105000000000E+02;1,799499E-01;4,934006E-03;1,748706E-01;-1,628666E-03;-2,298543E-01;1,760835E-03
1,110000000000E+02;1,779422E-01;4,805632E-03;1,760157E-01;-2,030248E-03;-2,301463E-01;2,351054E-03
1,115000000000E+02;1,745001E-01;4,697365E-03;1,787793E-01;-2,159690E-03;-2,309528E-01;2,235516E-03
1,120000000000E+02;1,720595E-01;4,569584E-03;1,807505E-01;-1,912964E-03;-2,316656E-01;2,578968E-03
1,125000000000E+02;1,686106E-01;4,339016E-03;1,835657E-01;-2,066109E-03;-2,324553E-01;3,296838E-03
1,130000000000E+02;1,662326E-01;4,673011E-03;1,857703E-01;-2,080321E-03;-2,332215E-01;3,137134E-03
1,135000000000E+02;1,628846E-01;5,121612E-03;1,888567E-01;-2,583329E-03;-2,343052E-01;3,270966E-03
1,140000000000E+02;1,606301E-01;5,100659E-03;1,911114E-01;-2,729299E-03;-2,355762E-01;3,081470E-03
1,145000000000E+02;1,567458E-01;5,181791E-03;1,947253E-01;-2,140362E-03;-2,373570E-01;2,498771E-03
1,150000000000E+02;1,541371E-01;5,589909E-03;1,971058E-01;-1,996067E-03;-2,378071E-01;2,153688E-03
1,155000000000E+02;1,506968E-01;6,459114E-03;2,002274E-01;-1,433237E-03;-2,397372E-01;1,428421E-03
1,160000000000E+02;1,479673E-01;6,877366E-03;2,040452E-01;-3,232361E-04;-2,424114E-01;3,988946E-04
1,165000000000E+02;1,444811E-01;6,517893E-03;2,101406E-01;8,953621E-04;-2,472080E-01;-5,211818E-04
1,170000000000E+02;1,418821E-01;6,823283E-03;2,149695E-01;9,650644E-04;-2,515346E-01;-6,653716E-05
1,175000000000E+02;1,384759E-01;7,016585E-03;2,211831E-01;-1,172967E-03;-2,567756E-01;2,422289E-03
1,180000000000E+02;1,362552E-01;6,807771E-03;2,240676E-01;-2,292666E-03;-2,591155E-01;3,819742E-03
1,185000000000E+02;1,307486E-01;6,942859E-03;2,312487E-01;-4,122881E-03;-2,633896E-01;6,169648E-03
1,190000000000E+02;1,284127E-01;7,097476E-03;2,340424E-01;-5,046674E-03;-2,653927E-01;7,038869E-03
1,195000000000E+02;1,246411E-01;7,559159E-03;2,379080E-01;-6,079077E-03;-2,687587E-01;8,481144E-03
1,200000000000E+02;1,207308E-01;8,130749E-03;2,428246E-01;-6,928250E-03;-2,716796E-01;9,624105E-03
1,205000000000E+02;1,162927E-01;8,201563E-03;2,491074E-01;-7,976651E-03;-2,764213E-01;1,053140E-02
1,210000000000E+02;1,127355E-01;8,121808E-03;2,535937E-01;-8,486394E-03;-2,796409E-01;1,120290E-02
1,215000000000E+02;1,082344E-01;8,105565E-03;2,594078E-01;-8,530730E-03;-2,832308E-01;1,245789E-02
1,220000000000E+02;1,018326E-01;8,825895E-03;2,684072E-01;-9,968918E-03;-2,899942E-01;1,361170E-02
1,225000000000E+02;9,847192E-02;9,263424E-03;2,729062E-01;-1,048216E-02;-2,939971E-01;1,389263E-02
1,230000000000E+02;9,339169E-02;1,040954E-02;2,802073E-01;-1,203627E-02;-2,996268E-01;1,518145E-02
1,235000000000E+02;8,971548E-02;1,095987E-02;2,863573E-01;-1,296888E-02;-3,043270E-01;1,602169E-02
1,240000000000E+02;8,292849E-02;1,211010E-02;2,969030E-01;-1,459976E-02;-3,133084E-01;1,781974E-02
1,245000000000E+02;7,680754E-02;1,260490E-02;3,053412E-01;-1,580962E-02;-3,205166E-01;1,937022E-02
1,250000000000E+02;7,186486E-02;1,381832E-02;3,126895E-01;-1,731592E-02;-3,261550E-01;2,110580E-02
1,255000000000E+02;6,447984E-02;1,516850E-02;3,246944E-01;-1,920167E-02;-3,359118E-01;2,312601E-02
1,260000000000E+02;5,754003E-02;1,598744E-02;3,353949E-01;-2,124145E-02;-3,452027E-01;2,506968E-02
1,265000000000E+02;5,143161E-02;1,672220E-02;3,451273E-01;-2,261412E-02;-3,532963E-01;2,651216E-02
1,270000000000E+02;4,370497E-02;1,824301E-02;3,577622E-01;-2,542109E-02;-3,640336E-01;2,914256E-02
1,275000000000E+02;3,529182E-02;1,979828E-02;3,713596E-01;-2,830607E-02;-3,753507E-01;3,211680E-02
1,280000000000E+02;2,764765E-02;2,144600E-02;3,834279E-01;-3,066784E-02;-3,851854E-01;3,459660E-02
1,285000000000E+02;1,528901E-02;2,482224E-02;4,042683E-01;-3,568844E-02;-4,027418E-01;3,927656E-02
1,290000000000E+02;6,444657E-03;2,705184E-02;4,189709E-01;-4,012577E-02;-4,157839E-01;4,394430E-02
1,295000000000E+02;-4,271190E-03;2,906917E-02;4,372478E-01;-4,454104E-02;-4,313873E-01;4,847647E-02
1,300000000000E+02;-1,559115E-02;3,184962E-02;4,563321E-01;-4,978281E-02;-4,477449E-01;5,352536E-02
1,305000000000E+02;-3,291187E-02;3,714040E-02;4,864482E-01;-5,801423E-02;-4,739231E-01;6,219902E-02
1,310000000000E+02;-5,008237E-02;4,326887E-02;5,157071E-01;-6,922882E-02;-4,994455E-01;7,316741E-02
1,315000000000E+02;-6,281547E-02;4,732382E-02;5,383980E-01;-7,675815E-02;-5,190776E-01;7,999115E-02
1,320000000000E+02;-8,143511E-02;5,386052E-02;5,703636E-01;-8,786952E-02;-5,470899E-01;9,094371E-02
1,325000000000E+02;-1,055861E-01;6,326460E-02;6,128463E-01;-1,040594E-01;-5,843472E-01;1,068417E-01
1,330000000000E+02;-1,252118E-01;7,377879E-02;6,474591E-01;-1,234767E-01;-6,141867E-01;1,255439E-01
1,335000000000E+02;-1,530168E-01;9,015815E-02;6,963688E-01;-1,530532E-01;-6,565416E-01;1,533071E-01
1,340000000000E+02;-1,904157E-01;1,097686E-01;7,636456E-01;-1,886023E-01;-7,161300E-01;1,871590E-01
1,345000000000E+02;-2,239193E-01;1,320041E-01;8,240408E-01;-2,275373E-01;-7,687990E-01;2,237854E-01
1,350000000000E+02;-2,619508E-01;1,663410E-01;8,923603E-01;-2,888068E-01;-8,273500E-01;2,801877E-01
1,355000000000E+02;-3,164641E-01;2,128024E-01;9,909592E-01;-3,731524E-01;-9,126403E-01;3,578547E-01
1,360000000000E+02;-3,710195E-01;2,778774E-01;1,088909E+00;-4,894462E-01;-9,974717E-01;4,661962E-01
1,365000000000E+02;-4,182308E-01;3,590634E-01;1,173494E+00;-6,342051E-01;-1,070161E+00;6,003382E-01
1,370000000000E+02;-4,762764E-01;5,198736E-01;1,279641E+00;-9,250394E-01;-1,156415E+00;8,641802E-01
1,375000000000E+02;-5,000955E-01;7,080701E-01;1,324069E+00;-1,264655E+00;-1,186008E+00;1,171203E+00
1,380000000000E+02;-4,456060E-01;8,851388E-01;1,227516E+00;-1,589543E+00;-1,089640E+00;1,457708E+00
1,385000000000E+02;-1,592959E-01;1,203945E+00;7,119307E-01;-2,172630E+00;-6,102358E-01;1,966628E+00
1,390000000000E+02;7,970109E-02;1,320889E+00;2,784691E-01;-2,388372E+00;-2,151059E-01;2,148812E+00
1,395000000000E+02;4,431325E-01;1,229888E+00;-3,825387E-01;-2,229437E+00;3,753784E-01;1,987576E+00
1,400000000000E+02;7,198466E-01;9,929562E-01;-8,886116E-01;-1,803231E+00;8,187202E-01;1,591957E+00
1,405000000000E+02;8,181859E-01;7,846582E-01;-1,073890E+00;-1,427155E+00;9,729038E-01;1,248124E+00
1,410000000000E+02;8,264515E-01;6,176066E-01;-1,094472E+00;-1,124126E+00;9,818519E-01;9,754175E-01
1,415000000000E+02;7,967063E-01;4,571886E-01;-1,043303E+00;-8,321620E-01;9,291033E-01;7,143039E-01
1,420000000000E+02;7,516835E-01;3,473583E-01;-9,646373E-01;-6,317955E-01;8,534071E-01;5,360422E-01
1,425000000000E+02;6,999477E-01;2,772181E-01;-8,740950E-01;-5,026367E-01;7,688659E-01;4,229370E-01
1,430000000000E+02;6,492037E-01;2,137762E-01;-7,837102E-01;-3,876286E-01;6,853065E-01;3,222511E-01
1,435000000000E+02;6,178284E-01;1,813378E-01;-7,261706E-01;-3,279133E-01;6,331112E-01;2,704329E-01
1,440000000000E+02;5,832626E-01;1,567396E-01;-6,650651E-01;-2,829581E-01;5,763666E-01;2,313377E-01
1,445000000000E+02;5,516811E-01;1,339075E-01;-6,106172E-01;-2,413643E-01;5,268157E-01;1,952994E-01
1,450000000000E+02;5,317988E-01;1,201499E-01;-5,768728E-01;-2,149951E-01;4,957575E-01;1,732670E-01
1,455000000000E+02;5,071312E-01;1,043915E-01;-5,339715E-01;-1,862116E-01;4,565287E-01;1,486393E-01
1,460000000000E+02;4,890057E-01;9,231146E-02;-5,022129E-01;-1,638320E-01;4,269073E-01;1,298151E-01
1,465000000000E+02;4,688115E-01;8,246638E-02;-4,673555E-01;-1,455068E-01;3,951763E-01;1,144902E-01
1,470000000000E+02;4,514353E-01;7,288921E-02;-4,378597E-01;-1,281499E-01;3,688865E-01;9,942164E-02
1,475000000000E+02;4,411703E-01;6,734394E-02;-4,208668E-01;-1,178671E-01;3,531786E-01;9,041013E-02
1,480000000000E+02;4,254980E-01;6,157777E-02;-3,939439E-01;-1,064391E-01;3,289494E-01;8,130440E-02
1,485000000000E+02;4,115790E-01;5,671137E-02;-3,698314E-01;-9,704027E-02;3,079486E-01;7,383303E-02
1,490000000000E+02;4,004633E-01;5,327316E-02;-3,498954E-01;-9,083086E-02;2,901277E-01;6,838396E-02
1,495000000000E+02;3,897529E-01;4,929432E-02;-3,333637E-01;-8,296371E-02;2,743166E-01;6,262050E-02
1,500000000000E+02;3,803558E-01;4,667302E-02;-3,183501E-01;-7,677663E-02;2,607020E-01;5,780797E-02
1,505000000000E+02;3,711015E-01;4,389890E-02;-3,033567E-01;-7,113719E-02;2,473291E-01;5,259959E-02
1,510000000000E+02;3,644309E-01;4,218534E-02;-2,920944E-01;-6,808688E-02;2,376790E-01;5,059372E-02
1,515000000000E+02;3,545079E-01;4,037990E-02;-2,762852E-01;-6,364998E-02;2,236401E-01;4,732840E-02
1,520000000000E+02;3,476818E-01;3,921143E-02;-2,668355E-01;-6,002149E-02;2,147228E-01;4,412583E-02
1,525000000000E+02;3,385616E-01;3,719882E-02;-2,542382E-01;-5,567388E-02;2,028317E-01;4,034761E-02
1,530000000000E+02;3,328741E-01;3,643457E-02;-2,465899E-01;-5,228624E-02;1,956642E-01;3,841218E-02
1,535000000000E+02;3,249082E-01;3,644034E-02;-2,363277E-01;-4,897586E-02;1,861524E-01;3,701150E-02
1,540000000000E+02;3,196900E-01;3,612882E-02;-2,304933E-01;-4,626624E-02;1,804004E-01;3,501120E-02
1,545000000000E+02;3,115457E-01;3,936440E-02;-2,206618E-01;-4,505681E-02;1,713138E-01;3,529996E-02
1,550000000000E+02;3,044374E-01;4,369907E-02;-2,121583E-01;-4,280854E-02;1,628401E-01;3,582602E-02
1,555000000000E+02;3,012920E-01;4,785218E-02;-2,084138E-01;-4,015892E-02;1,587698E-01;3,624108E-02
1,560000000000E+02;3,011602E-01;5,555234E-02;-2,032749E-01;-3,536325E-02;1,549027E-01;3,728653E-02
1,565000000000E+02;3,104331E-01;6,394888E-02;-1,917872E-01;-2,866806E-02;1,522304E-01;3,766812E-02
1,570000000000E+02;3,176069E-01;6,247615E-02;-1,837483E-01;-2,699317E-02;1,511613E-01;3,652705E-02
1,575000000000E+02;3,240708E-01;4,777229E-02;-1,724623E-01;-2,840232E-02;1,486665E-01;3,056753E-02
1,580000000000E+02;3,206667E-01;3,610101E-02;-1,667303E-01;-2,992702E-02;1,442504E-01;2,601508E-02
1,585000000000E+02;3,143047E-01;3,016287E-02;-1,618403E-01;-3,161170E-02;1,383882E-01;2,468513E-02
1,590000000000E+02;3,091531E-01;2,745634E-02;-1,588962E-01;-3,151110E-02;1,343600E-01;2,328835E-02
1,595000000000E+02;3,046292E-01;2,546406E-02;-1,557978E-01;-3,067232E-02;1,303568E-01;2,142837E-02
1,600000000000E+02;2,994922E-01;2,411627E-02;-1,515775E-01;-3,016475E-02;1,254499E-01;2,023976E-02
1,605000000000E+02;2,938417E-01;2,266255E-02;-1,467172E-01;-2,898983E-02;1,200556E-01;1,892355E-02
1,610000000000E+02;2,917573E-01;2,218494E-02;-1,442147E-01;-2,882042E-02;1,173342E-01;1,895313E-02
1,615000000000E+02;2,882933E-01;2,111327E-02;-1,400491E-01;-2,761549E-02;1,132064E-01;1,754069E-02
1,620000000000E+02;2,849103E-01;2,087939E-02;-1,371574E-01;-2,696442E-02;1,104932E-01;1,675927E-02
1,625000000000E+02;2,824991E-01;2,058107E-02;-1,341310E-01;-2,646884E-02;1,080782E-01;1,648589E-02
1,630000000000E+02;2,779361E-01;2,006622E-02;-1,283104E-01;-2,519508E-02;1,026597E-01;1,627709E-02
1,635000000000E+02;2,746539E-01;1,940902E-02;-1,249623E-01;-2,421110E-02;1,000256E-01;1,506836E-02
1,640000000000E+02;2,726711E-01;1,915158E-02;-1,226559E-01;-2,425023E-02;9,772110E-02;1,521474E-02
1,645000000000E+02;2,704023E-01;1,957235E-02;-1,199131E-01;-2,466877E-02;9,558482E-02;1,531873E-02
1,650000000000E+02;2,680305E-01;1,935894E-02;-1,167729E-01;-2,407296E-02;9,291071E-02;1,459187E-02
1,655000000000E+02;2,665384E-01;1,854040E-02;-1,148689E-01;-2,330157E-02;9,086950E-02;1,384686E-02
1,660000000000E+02;2,647011E-01;1,790679E-02;-1,125958E-01;-2,262661E-02;8,894196E-02;1,315823E-02
1,665000000000E+02;2,620019E-01;1,702666E-02;-1,093229E-01;-2,177772E-02;8,620867E-02;1,265245E-02
1,670000000000E+02;2,591611E-01;1,708397E-02;-1,065716E-01;-2,146880E-02;8,391362E-02;1,246388E-02
1,675000000000E+02;2,579488E-01;1,829629E-02;-1,048629E-01;-2,091414E-02;8,197923E-02;1,211142E-02
1,680000000000E+02;2,564486E-01;1,804363E-02;-1,034361E-01;-1,969350E-02;8,058122E-02;1,176720E-02
1,685000000000E+02;2,539008E-01;1,742883E-02;-1,010208E-01;-1,939960E-02;7,823902E-02;1,156011E-02
1,690000000000E+02;2,526073E-01;1,732215E-02;-9,888053E-02;-1,961775E-02;7,660679E-02;1,145187E-02
1,695000000000E+02;2,511894E-01;1,698569E-02;-9,678937E-02;-1,881561E-02;7,523765E-02;1,091335E-02
1,700000000000E+02;2,488957E-01;1,710942E-02;-9,312370E-02;-1,857347E-02;7,217900E-02;1,131490E-02
1,705000000000E+02;2,468973E-01;1,686184E-02;-9,200018E-02;-1,862330E-02;7,099280E-02;1,079577E-02
1,710000000000E+02;2,453712E-01;1,658757E-02;-9,034178E-02;-1,825009E-02;6,998795E-02;1,005302E-02
1,715000000000E+02;2,438702E-01;1,627168E-02;-8,825935E-02;-1,806084E-02;6,834187E-02;9,372300E-03
1,720000000000E+02;2,428868E-01;1,625305E-02;-8,631912E-02;-1,797922E-02;6,634852E-02;9,461534E-03
1,725000000000E+02;2,422032E-01;1,653435E-02;-8,513431E-02;-1,767518E-02;6,561942E-02;9,527056E-03
1,730000000000E+02;2,401419E-01;1,642359E-02;-8,319286E-02;-1,746764E-02;6,408569E-02;9,395490E-03
1,735000000000E+02;2,384360E-01;1,624112E-02;-8,135916E-02;-1,683286E-02;6,234240E-02;9,244605E-03
1,740000000000E+02;2,367420E-01;1,634930E-02;-7,918369E-02;-1,659513E-02;6,056779E-02;9,015924E-03
1,745000000000E+02;2,356997E-01;1,660253E-02;-7,835052E-02;-1,639074E-02;6,016856E-02;8,461449E-03
1,750000000000E+02;2,343902E-01;1,635246E-02;-7,674548E-02;-1,660239E-02;5,920491E-02;8,623870E-03
1,755000000000E+02;2,329506E-01;1,631269E-02;-7,531516E-02;-1,635219E-02;5,751835E-02;8,487735E-03
1,760000000000E+02;2,318976E-01;1,625318E-02;-7,413613E-02;-1,596077E-02;5,654412E-02;8,108800E-03
1,765000000000E+02;2,306364E-01;1,592627E-02;-7,285117E-02;-1,557708E-02;5,597909E-02;8,105777E-03
1,770000000000E+02;2,294838E-01;1,599949E-02;-7,148652E-02;-1,538373E-02;5,454465E-02;8,077719E-03
1,775000000000E+02;2,282879E-01;1,584218E-02;-7,015118E-02;-1,507620E-02;5,337887E-02;8,214355E-03
1,780000000000E+02;2,267643E-01;1,606527E-02;-6,911366E-02;-1,489621E-02;5,248684E-02;8,370798E-03
1,785000000000E+02;2,260091E-01;1,620220E-02;-6,807695E-02;-1,483752E-02;5,158137E-02;7,816053E-03
1,790000000000E+02;2,243873E-01;1,587026E-02;-6,674486E-02;-1,472810E-02;5,031598E-02;7,699866E-03
1,795000000000E+02;2,230781E-01;1,584848E-02;-6,571926E-02;-1,423692E-02;4,966395E-02;7,375024E-03
1,800000000000E+02;2,223561E-01;1,600908E-02;-6,399240E-02;-1,458698E-02;4,857852E-02;7,449339E-03
1,805000000000E+02;2,213811E-01;1,608181E-02;-6,255633E-02;-1,418629E-02;4,747465E-02;7,116593E-03
1,810000000000E+02;2,194124E-01;1,574382E-02;-6,126638E-02;-1,397847E-02;4,665647E-02;6,920545E-03
1,815000000000E+02;2,187437E-01;1,621531E-02;-6,072487E-02;-1,408247E-02;4,594982E-02;7,043325E-03
1,820000000000E+02;2,183546E-01;1,611474E-02;-5,987637E-02;-1,411772E-02;4,528950E-02;7,107082E-03
1,825000000000E+02;2,177054E-01;1,608976E-02;-5,912494E-02;-1,399480E-02;4,470308E-02;6,971129E-03
1,830000000000E+02;2,154830E-01;1,637916E-02;-5,735301E-02;-1,464137E-02;4,340243E-02;7,344524E-03
1,835000000000E+02;2,146784E-01;1,626831E-02;-5,630519E-02;-1,363098E-02;4,282564E-02;6,373751E-03
1,840000000000E+02;2,141205E-01;1,632513E-02;-5,536220E-02;-1,352782E-02;4,210002E-02;6,437113E-03
1,845000000000E+02;2,126732E-01;1,624852E-02;-5,385798E-02;-1,355232E-02;4,150999E-02;7,195552E-03
1,850000000000E+02;2,117895E-01;1,670568E-02;-5,348063E-02;-1,366484E-02;4,091705E-02;6,930128E-03
1,855000000000E+02;2,105028E-01;1,681457E-02;-5,234939E-02;-1,411110E-02;4,016368E-02;6,786657E-03
1,860000000000E+02;2,097015E-01;1,658666E-02;-5,161753E-02;-1,367004E-02;3,964274E-02;6,256707E-03
1,865000000000E+02;2,089029E-01;1,629246E-02;-5,117765E-02;-1,318895E-02;3,896223E-02;6,078706E-03
1,870000000000E+02;2,077452E-01;1,695493E-02;-5,016958E-02;-1,332535E-02;3,798193E-02;6,454431E-03
1,875000000000E+02;2,070516E-01;1,731393E-02;-4,926072E-02;-1,297832E-02;3,748452E-02;6,443948E-03
1,880000000000E+02;2,061612E-01;1,711673E-02;-4,846251E-02;-1,267273E-02;3,678002E-02;6,362416E-03
1,885000000000E+02;2,053766E-01;1,657746E-02;-4,761573E-02;-1,284416E-02;3,622464E-02;6,313577E-03
1,890000000000E+02;2,041486E-01;1,693914E-02;-4,691472E-02;-1,290959E-02;3,583190E-02;6,584693E-03
1,895000000000E+02;2,033509E-01;1,729900E-02;-4,595654E-02;-1,336416E-02;3,528820E-02;6,471892E-03
1,900000000000E+02;2,028961E-01;1,754596E-02;-4,534882E-02;-1,317606E-02;3,477776E-02;6,147794E-03
1,905000000000E+02;2,016931E-01;1,745990E-02;-4,479066E-02;-1,256045E-02;3,374326E-02;6,114483E-03
1,910000000000E+02;2,006255E-01;1,717002E-02;-4,414353E-02;-1,208221E-02;3,308436E-02;6,000369E-03
1,915000000000E+02;1,997137E-01;1,736226E-02;-4,320574E-02;-1,221918E-02;3,289169E-02;5,838760E-03
1,920000000000E+02;1,993771E-01;1,747319E-02;-4,283916E-02;-1,211618E-02;3,291256E-02;5,691007E-03
1,925000000000E+02;1,986596E-01;1,750530E-02;-4,191887E-02;-1,184883E-02;3,205504E-02;5,532063E-03
1,930000000000E+02;1,977378E-01;1,757302E-02;-4,117706E-02;-1,208115E-02;3,114725E-02;5,865850E-03
1,935000000000E+02;1,964825E-01;1,720807E-02;-4,045950E-02;-1,182880E-02;3,072952E-02;5,902098E-03
1,940000000000E+02;1,955262E-01;1,691686E-02;-4,009916E-02;-1,198950E-02;2,992262E-02;5,323491E-03
1,945000000000E+02;1,947552E-01;1,777762E-02;-3,938005E-02;-1,228437E-02;2,974319E-02;5,915448E-03
1,950000000000E+02;1,942125E-01;1,828718E-02;-3,868886E-02;-1,227939E-02;2,961211E-02;5,850561E-03
1,955000000000E+02;1,933848E-01;1,824504E-02;-3,806783E-02;-1,252552E-02;2,896303E-02;5,818365E-03
1,960000000000E+02;1,922540E-01;1,856947E-02;-3,714747E-02;-1,201893E-02;2,838783E-02;5,787380E-03
1,965000000000E+02;1,915973E-01;1,883504E-02;-3,661077E-02;-1,216595E-02;2,822348E-02;5,687661E-03
1,970000000000E+02;1,909848E-01;1,848310E-02;-3,603353E-02;-1,199866E-02;2,789002E-02;5,554790E-03
1,975000000000E+02;1,905179E-01;1,813430E-02;-3,572107E-02;-1,152474E-02;2,794029E-02;5,476392E-03
1,980000000000E+02;1,894623E-01;1,829341E-02;-3,558994E-02;-1,129164E-02;2,743188E-02;5,498650E-03
1,985000000000E+02;1,883533E-01;1,902083E-02;-3,431101E-02;-1,233208E-02;2,676144E-02;6,076809E-03
1,990000000000E+02;1,875084E-01;1,927445E-02;-3,376695E-02;-1,216083E-02;2,619787E-02;5,822372E-03
1,995000000000E+02;1,868415E-01;1,932278E-02;-3,364173E-02;-1,223772E-02;2,592468E-02;5,869952E-03
2,000000000000E+02;1,866562E-01;1,899277E-02;-3,280488E-02;-1,265915E-02;2,572862E-02;5,765538E-03
2,005000000000E+02;1,858681E-01;1,898471E-02;-3,191658E-02;-1,248348E-02;2,541898E-02;5,485604E-03
2,010000000000E+02;1,852458E-01;1,924185E-02;-3,121932E-02;-1,216599E-02;2,521977E-02;5,430236E-03
2,015000000000E+02;1,837650E-01;2,012987E-02;-3,079434E-02;-1,176354E-02;2,461635E-02;5,875609E-03
2,020000000000E+02;1,832129E-01;2,035938E-02;-3,100740E-02;-1,216158E-02;2,454193E-02;5,546800E-03
2,025000000000E+02;1,829267E-01;2,024631E-02;-3,043265E-02;-1,187418E-02;2,377440E-02;5,337783E-03
2,030000000000E+02;1,818922E-01;2,013231E-02;-2,955443E-02;-1,247939E-02;2,282679E-02;5,223530E-03
2,035000000000E+02;1,809825E-01;2,017046E-02;-2,911574E-02;-1,250986E-02;2,274720E-02;5,379937E-03
2,040000000000E+02;1,802150E-01;2,034587E-02;-2,889853E-02;-1,246298E-02;2,272430E-02;5,367083E-03
